ProjectID,Partner,Project,Project_Status,Pillars_supported_by_project,Activities_conducted,Other_nonpPillar_activities,Implementing_partner,Regions,Districts
ID-163,Amref Health Africa in Uganda,MEDICAL SPECIALISED OUT REACH,ongoing project,"Risk communications, Logistics, other","Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of uniforms for the contract staff Procurement of medicines and supplies for patient management, Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Procurement of other medical equipment, Procurement of sanitizers, Procurement of soap, Chlorination, Procure boots, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, ",,,"Acholi, Karamoja","Lamwo, Kitgum, Kaabong"
ID-164,CARE International,Advancing Women's Economic Empowerment and Resilience in Humanitarian setting,ongoing project,"Coordination, WASH, Risk communications, Logistics, Human resource","Develop and issue information products including situational reports on COVID-19, Technical support to local governments on COVID-19, Facilitation of MoH Top Management Team in coordination and support to local governments, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Procurement of sanitizers, Procurement of soap, Facilitation for COVID Response Teams",,,West Nile,"Yumbe, Adjumani"
ID-165,CARE International,"Lifesaving GBV, Women’s Leadership, and SRMH Support for Refugees in Uganda – 2020-2022, CARE",ongoing project,"Coordination, Infection prevention, Surveillance, WASH, Mental health, Risk communications, Logistics, other","Develop and issue information products including situational reports on COVID-19, Orientation for surge staff, Technical support to local governments on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Orient Health workers on COVID-19 surveillance, training_field_guide_border, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of infared thermometers, Offloadingand transportation of commodities, ",,,West Nile,Arua
ID-166,Save the Children International,Apolou COVID 19 Response,ongoing project,"WASH, ICT innovations, Risk communications, other","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Pay Telecommunications UTL toll free for call center, supplies, ",,District Taskforce,Karamoja,"Moroto, Kaabong, Kotido, Amudat, Karenga"
ID-167,CARE International,Access Protection Empowerment Accountability & Leadership (APEAL),ongoing project,"Coordination, Infection prevention, ICT innovations, Mental health, Risk communications, Human resource","Develop and issue information products including situational reports on COVID-19, Orientation for surge staff Facilitation of MoH Top Management Team in coordination and support to local governments, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Emergency Hotline, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, supplies, Ensure remuneration and compensation of responders, Facilitation for COVID Response Teams","COVID 19 S/GBV Prevention/Case Management Response, Reducing the Effects of COVID 19 to Young Women and adolescent girls through Child Protection and Menstrual Health Management, Access to livelihood opportunities during COVID 19 through Youth/Village Savings & Loans Associations. Inclusion of Persons With Disabilities (PWD's) in COVID 19 response","SCI, IRC, WoMena uganda, Kabarole Resource & Research Center, Humanity Inclusion, War Child Holland, Uganda Law Society, TPO Uganda","Bunyoro, Toro","Kikuube, Kyegegwa"
ID-168,Lutheran World Federation,SALIMA (Safeguarding Lives with Integrated Multi-sector Assistance),ongoing project,"WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, supplies personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of sanitizers, Procurement of soap, Procurement of water tanks Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, Facilitation for COVID Response Teams",,,"Acholi, Bunyoro, West Nile","Lamwo, Kikuube, Adjumani, Obongi"
ID-169,Cordaid,WASH for COVID-19 outbreak prevention,new project,"Infection prevention, Surveillance, WASH, Mental health, Risk communications, Logistics, Human resource","Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Orient Health workers on COVID-19 surveillance,Contact identification, contact tracing, and contact follow up and contacts of contacts, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of uniforms for the contract staff Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers, Procurement of soap, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs",,,"Bunyoro, West Nile","Kikuube, Arua"
ID-17,CARE International,COVID-19 Response,new project,"WASH, Mental health, Risk communications, Logistics, other","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus supplies personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Offloadingand transportation of commodities fuelProcurement of sanitizers, Procurement of soap ","Conducting a Rapid Gender Analysis in Gulu, Omugo, and Kyangwali",,"Bunyoro, West Nile","Kikuube, Arua, Kikuube, Arua, Madiokollo"
ID-170,Clinton Health Access Initiative,COVID-19 Activities Only,ongoing project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource","Activation of National Task Force, district task force and sub-committees, Orientation and deployment of the COVID-19 National Rapid Response Team Technical support to local governments on COVID-19,  Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities, Conduct rapid risk and capacity assessments at district, critical point of entry and points of congregation. Identify priority risk groups based on current surveillance data and baseline risk assessment, Review, refine, and finalise surveillance guidelines, training materials and reporting toolsPrinting and distribution of tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Orient Health workers on COVID-19 surveillance, Facilitation of point of entry supervisors, Contact identification, contact tracing, and contact follow up and contacts of contacts, Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Assess public and private health facilities for COVID-19 readiness (including IPC capacity, on-site Oxygen production and supply, and logistics) on a quarterly basis. , Procurement of medicines and supplies for patient management, Medical equipment maintenance costs for ICUs, Procurement of other medical equipment, Facilitation for Laboratory field sample collection officers and riders - Central region",,,"Bunyoro, Busoga, Kampala, North Buganda, South Buganda","Kagadi, Kibaale, Kakumiro, Kamuli, Iganga, Kaliro, Jinja, Kampala, Mubende, Mityana, Kassanda, Masaka, Lwengo"
ID-171,Save the Children International,SCI COVID 19 Response Program,new project,"Infection prevention, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Welfare and food assistance for quarantineed individuals in other institutions, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of infared thermometers, Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers, ",,CTEN ,"Bunyoro, South Buganda, Toro, West Nile, Acholi, Karamoja, South Buganda","Kikuube, Wakiso, Kyegegwa, Kasese, Kamwenge, Ntoroko, Bundibugyo, Yumbe, Adjumani, Arua, Omoro, Amuru, Gulu, Moroto, Kaabong, Kotido, Amudat, Karenga, Omoro, Amuru, Gulu, Nwoya,  Nabilatuk,  Kampala, Kabarole"
ID-172,Lutheran World Federation,"Provision of protection, legal, community services, SGBV, WASH, Energy and Environment Services for Refugees and Asylum seekers residing in Adjumani, Moyo and Lamwo",ongoing project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Activation of National Task Force, district task force and sub-committees, Food assistance and/or specialised nutrition foods for suspects and health workers in isolation. Welfare and food assistance for quarantineed individuals in other institutions, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of sanitizers, Procurement of soap, Procurement of water tanks Chlorination, Improvement of WASH facilities in Isolation/Quaranteen centres, Procure boots, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, Facilitate security personnel at the isolation facilities Facilitation for COVID Response Teams",Support house holds of PSNs with Non conditional cash grant; Maintenance and care services for protection house,URDMC,"Acholi, West Nile","Lamwo, Adjumani, Obongi"
ID-18,CARE International,Enhanced Emergency Preparedness in Kikuube District,ongoing project,"Coordination, Risk communications, Logistics, other","Technical support to local governments on COVID-19,  supplies personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), fuel, Procurement of sanitizers, ","Training of Kikuube district COVID-19 taskforce,  and Sub County and Refugee Settlement leadership on COVID 19 impact on Gender & Protection",,Bunyoro,Kikuube
ID-2,AVSI FOUNDATION,"District Health System Strengthening on RMNCAH, HIV, and Nutrition Westnile, Lamwo and Kiryandongo districts",ongoing project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, other","Conduct a simulation/drill exercise, Orientation for surge staff, Technical support to local governments on COVID-19, Strengthen capacity of EHD and districts for WASH coordination, monitoring, supervision and information management, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions, Orient Health workers on COVID-19 surveillance,Facilitation of point of entry supervisors, Case Investigation Identify all centres of risk and assess them for potential foci of undetected circulation of the virus,Contact identification, contact tracing, and contact follow up and contacts of contacts, Define containment measures including geographical cordoning, Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Activate Ambulance services to aid referral of patients, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps) ",Targeted rehabilitation of 17 Delivery Wards in HCIII and IV in West Nile including WASH and Lighting,,"Acholi, Bunyoro, West Nile","Lamwo, Kiryandongo, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-20,Farm Radio International,Supporting African Broadcasters in their COVID-19 Service to Farmers,new project,"WASH, ICT innovations, Risk communications, other","Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Pay Telecommunications UTL toll free for call center, personnel ",,"Ministry of Health, local radio partners","Acholi, Ankole, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Kigezi, Lango, North Buganda, South Buganda, Teso, Toro, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Kazo, Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat Nabilatuk Karenga, Rukungiri Rubanda Rukiga Kanungu Kisoro Kabale, Alebtong Kole Amolatar Dokolo Apac Lira Otuke Oyam Kwania, Buikwe Luwero Nakasongola Mubende Buvuma Kayunga Kyankwanzi Kiboga Mukono Nakaseke Mityana Kassanda, Masaka Kalangala Wakiso Bukomansimbi Mpigi Lwengo Lyantonde Ssembabule Butambala Kalungu Kyotera Gomba Rakai, Bukedea Kaberamaido Soroti Serere Amuria Katakwi Kumi Ngora Kapelebyong Kalaki, Kabarole Bunyangabu Kyegegwa Kyenjojo Kasese Kamwenge Ntoroko Bundibugyo Kitagwenda, Maracha Pakwach Zombo Yumbe Adjumani Arua Nebbi Koboko Moyo Madiokollo Obongi"
ID-21,Dan Church Aid (DCA),DCA Humanitarian Partnership,ongoing project,"Coordination, Risk communications, Logistics, other","Activation of National Task Force, district task force and sub-committees, supplies,Procurement of sanitizers, Procurement of soap",,None,West Nile,"Yumbe, Arua"
ID-22,Dan Church Aid (DCA),Increased resilience of refugees and host communities in Arua and Lamwo District through a more effective and coordinated response during sudden emergencies.,ongoing project,"Logistics, other","Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of uniforms for the contract staff Procurement of infared thermometers, Offloadingand transportation of commodities Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers, Procurement of Sprayer, trigger bottle, handheld, 1 liter, Procurement of soap, Chlorination, Procure boots",,,"Acholi, West Nile","Lamwo, Arua, Madiokollo, Lamwo, Yumbe, Koboko"
ID-23,Dan Church Aid (DCA),"Emergency Response to COVID-19 Crisis in Refugee Settlement Areas of Bidibidi, Imvepi, Rhino, Lobule, and Kiryadongo",new project,"Coordination, Risk communications, Logistics, other","Activation of National Task Force, district task force and sub-committees, supplies, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), fuel Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers, Procurement of soap",,"The Inter Religious Council of Uganda (IRCU), Church of Uganda Teso Diocese Development Organization (TEDDO)","Bunyoro, Kampala, West Nile","Kiryandongo, Kampala, Yumbe, Arua, Koboko, Madiokollo"
ID-24,WaterAid Uganda,Sustainable WASH project,ongoing project,"Coordination, WASH, Risk communications, other","Technical support to local governments on COVID-19, Facilitation of MoH Top Management Team in coordination and support to local governments, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, cash, ",,Kampala Capital City Authority,Kampala,Kampala
ID-25,Medical Teams International,Comprehensive Health Care for Refugee Hosting Districts,ongoing project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, other","Activation of National Task Force, district task force and sub-committees, Technical support to local governments on COVID-19, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Conduct IPC refresher training and onsite mentorship on standard and transmission-based precautions,Printing and distribution of tools: case definition, case investigation, contact tracing, alert verificatio, immediate reporting forms, Orient Health workers on COVID-19 surveillance, Activate Ambulance services to aid referral of patients, Food assistance and/or specialised nutrition foods for suspects and health workers in isolation, supplies personnel",,,"Ankole, Bunyoro, Kigezi, Toro, West Nile","Mbarara, Isingiro, Kikuube, Hoima, Kanungu, Kisoro, Kyegegwa, Kamwenge, Ntoroko, Adjumani, Moyo, Obongi, Kabale"
ID-26,Food for the Hungry,COVID-19 Activities,ongoing project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Activation of National Task Force, district task force and sub-committees, Develop and issue information products including situational reports on COVID-19, Technical support to local governments on COVID-19, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure or construct IPC materials for health facilities, Orient Health workers on COVID-19 surveillance, Food assistance and/or specialised nutrition foods for suspects and health workers in isolation, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, supplies, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Purchase Megaphones for VHTs for use at sub county level, Printing of the Public Health (COVID 19) Statutory Instrument, Procurement of sanitizers,Provision of foot operated handwashing facilities, Procurement of soap, Improvement of WASH facilities in Isolation/Quaranteen centres, Construction / rehabilitation of 10 sanitation facilities in health centres and hospitals Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, Facilitation for COVID Response Teams",,"District Task Force, District Health Teams","Acholi, Busoga, Lango, Elgon, West Nile","Lamwo, Kitgum, Namutumba, Kole, Mbale, Adjumani, Kween"
ID-27,Street Child of Uganda,Prevent. Prepare. Protect - Supporting the world’s most vulnerable families during COVID-19,new project,"Coordination, WASH, Mental health, Risk communications, Human resource","Activation of National Task Force, district task force and sub-committees, Orientation for surge staff Orientation and deployment of the COVID-19 National Rapid Response Team Technical support to local governments on COVID-19, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, supplies, Ensure remuneration and compensation of responders, Facilitation for COVID Response Teams",Provision of essential food and non-food items for those families who are suffering from lockdown,"AWYAD, CHAU, YARID, Build Africa","Acholi, Bunyoro, Lango, South Buganda, Teso, Toro","Lamwo, Kiryandongo, Oyam, Lyantonde, Bukedea, Kyegegwa, Lamwo"
ID-28,Korea Foundation for International Healthcare(KOFIH),COVID19 Response on Emergency Medical Service,new project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, other","Develop and issue information products including situational reports on COVID-19, Conduct a simulation/drill exercise, Orientation and deployment of the COVID-19 National Rapid Response Team Conduct surveillance for Hospital acquired infections for COVID-19 in health facilities.  Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, ","""Procurement of Consultancy for Development of COVID 19 Emergency Guidelines"".""Orientation of drivers and ambulance assistants in pre-hospital care response to COVID-19""""Procurement of Personal Portective Equipment for Emergency COVID-19  Response "", ""Training of Call and Dispatch Officers on Call Processing"", ""Equip the isolation unit in MasakaRRH"", ""COVID19 Test kit""","Ministry of Health, Masaka RRH, UVRI, KOFIH, Emergency Care Society","South Buganda, Kampala","Masaka, Kampala, Bukomansimbi"
ID-29,Street Business School,SMS Health Education,new project,"Coordination, Infection prevention, other","Activation of National Task Force, district task force and sub-committees, Conduct a simulation/drill exercise, Orientation for surge staff  ",,,"Busoga, Kampala, North Buganda, South Buganda","Iganga, Kampala, Buikwe, Luwero, Kayunga, Mukono, Wakiso, Mpigi"
ID-3,Hope for Children,COVID-19 Activities,ongoing project,"WASH, Mental health, Risk communications, Logistics, Human resource","Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, improvement of WASH Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of thermoscanners for points of entry, ",Dry foods distribution,,Kampala,Kampala
ID-30,Tutapona,Covid-19 Activities only,new project,"ICT innovations, Mental health, other","Telemedicine/telehealth approaches during and after Covid-19 pandemic, ",,,"Ankole, West Nile","Isingiro, Adjumani"
ID-31,Tutapona,Hero's Project Radio Program,new project,"Risk communications, other","personnel, ",,,West Nile,Adjumani
ID-32,ZOA,Amudat Covid-19 response,new project,"Infection prevention, WASH, Risk communications, Logistics, other","Procure or construct IPC materials for health facilities, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, supplies personnel,Procurement of sanitizers, Procurement of soap, Procurement of water tanks, ",Provision of 360 liter fuel for district and subcounty task group;,,Karamoja,Amudat
ID-33,ZOA,Acholi Covid-19 response,new project,"Infection prevention, WASH, Risk communications, Logistics, other","Procure or construct IPC materials for health facilities, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Support community engagement meetings on improvement of WASH, Procurement of sanitizers, Procurement of soap, Procurement of water tanks, ",Providing 2000 liter fuel for the corona district task force,,Acholi,"Omoro, Nwoya"
ID-34,ZOA,Education Covid-19 response West Nile,new project,"WASH, Risk communications, Logistics, other","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Support community engagement meetings on improvement of WASH, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procurement of sanitizers, Procurement of soap, Procurement of water tanks ",,,West Nile,Arua
ID-35,ZOA,Amudat Education Covid-19 Response,new project,"Risk communications, other",supplies,,,Karamoja,Amudat
ID-37,Malteser International,Emergency Medical Services Project,ongoing project,"Case management, Logistics, other","Orientation of Health care workers in Regional Referral Hospitals, Severe Acute Respiratory Illness (SARI) sentinel sites on mangemnet of suspect and confirmed cases, Activate Ambulance services to aid referral of patients, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit)",Setting up of a COVID-19 Isolation Unit at Lubaga hospital.,"AAPU, Lubaga Hospital, Naguru hospital, Arua Regional Refferral","Kampala, West Nile","Kampala, Arua"
ID-38,Malteser International,Integrated Project for the improvement of Food & Nutrition Security and the provision of safe drinking water in underserved communities in the peri-urban areas of Wau and for the South Sudanese Refugees and their host communities in Northern Uganda.,ongoing project,"WASH, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Support community engagement meetings on improvement of WASH, improvement of WASH Procurement of soap",,,West Nile,"Yumbe, Arua, Madiokollo"
ID-39,Malteser International,AA Regional Emergency Response Project,ongoing project,"WASH, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Procurement of sanitizers, Procurement of soap, Construction / rehabilitation of 10 sanitation facilities in health centres and hospitals",,,West Nile,"Arua, Madiokollo"
ID-4,Self Help Africa,Sustainable Livelihoods (SUSTAIN),ongoing project,"Coordination, Infection prevention, WASH, Risk communications, other","Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, ",Provision of agricultural inputs for 1000 households,District Local Government,West Nile,Adjumani
ID-40,Finnish Mission Uganda / Fida International,Health Component,ongoing project,"Coordination, Infection prevention, Surveillance, WASH, Mental health, Risk communications, Logistics, other","Facilitation of MoH Top Management Team in coordination and support to local governments, Revise and disseminate adapted IPC standard operating procedures and strategy for IPC and hospital acquired infections for COVID-19 to health facilities, Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus cash, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), ",Education In Emergencies,Pentecostal Churches of Uganda,"Bunyoro, Kampala, Teso, West Nile","Masindi, Kakumiro, Hoima, Kampala, Amuria, Yumbe, Nebbi, Yumbe, Buliisa, Kiryandongo, Soroti, Amuria"
ID-41,Finnish Mission Uganda / Fida International,Education Component,ongoing project,"WASH, Mental health, other","Pay Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus UTL toll free for call center,",Provision of Learning Materials to vulnerable children,,West Nile,Yumbe
ID-42,World Vision Uganda,COVID19 Actvities,ongoing project,"WASH, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist. Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virusSupervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials supplies personnel, Procurement of Personal protective equipments (coveralls, masks, gloves, face shields, gumboots, N95 respirator, aprons, PPE full kit), Procure disinfection consumables and biohazard waste management (bin liners, alcohol hand rub, jiks, spray pumps), Procurement of infared thermometers, Provision of mattresses and beddings for isolation centres Purchase Megaphones for VHTs for use at sub county level, Procurement of sanitizers,Provision of foot operated handwashing facilities, Procurement of soap, Water, Sanitation & Hygiene transportation, last mile distribution, and other logistics costs, Support Call Centre operators (volunteers) working in 3 shifts",,,"Acholi, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Lango, North Buganda, South Buganda, Teso, Toro, Westnile","Omoro, Gulu, Agago, Pader, Busia, Tororo, Butaleja, Kagadi, Kibaale, Buliisa, Hoima, Bugiri, Mayuge, Mbale, Kampala, Kaabong, Kotido, Abim, Karenga, Kole, Oyam, Buikwe, Kiboga, Mpigi, Rakai, Soroti, Amuria, Kapelebyong, Kamwenge, Bundibugyo, Yumbe, Adjumani, Arua, Moyo, Obongi, Omoro, Agago, Pader, Busia, Butaleja, Mpigi, Butambala, Rakai, Omoro, Gulu, Agago, Pader, Kagadi, Kibaale, Kikuube, Buliisa, Hoima, Kibaale, Kikuube, Buliisa, Hoima, Kole, Otuke"
