ProjectID,Partner,Project,Project_Status,Pillars_supported_by_project,Activities_conducted,Other_nonpPillar_activities,Implementing_partner,Regions,Districts
ID-94,United Nations Population Fund (UNFPA),Global supplies and maternal health programme,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,"MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC, MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC","Acholi, Kampala, Karamoja, Northbuganda, Southbuganda, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Masaka, Kalangala, Wakiso, Bukomansimbi, Mpigi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-95,United Nations Population Fund (UNFPA),End Child Marriage programme,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","Acholi, Karamoja","Amuru, Gulu, Agago, Pader, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga"
ID-96,United Nations Population Fund (UNFPA),Joint UN emergency Appeal for COVID19,new_project,"Coordination, Infection prevention, Surveillance, Case management, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Pay Telecommunications UTL toll free for call center, Widen scope of implementation of eMeeting, Development of tele medicine protocals, Sofware development, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",NA,"MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,","Acholi, Karamoja, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-97,Restless Development Uganda,Get Up Speak Up -COVID-19 Project Activitities.,new_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,Partnering with Youlead on In partnership with Youlead implement a  survey of young people in East Africa on impact of Covid-19 on their lives.,,Busoga,"Jinja, Mayuge"
ID-98,Restless Development Uganda,COVID-19 Activities,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,None,,"Busoga, Northbuganda","Jinja, Mayuge, Kayunga"
ID-99,Takataka Plastics,Face Shields for Ugandan Medical Staff,new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,"Acholi, Acholi","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya"
ID-100,World Vision Uganda,World  Vision Uganda- West Nile Refugee Response COVID-19 community response,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Supervise and monitor psychosocial services in the affected communities by the central team, ",NA,,West Nile,"Yumbe, Adjumani, Arua, Koboko, Moyo, Obongi"
ID-101,LifeNet International,Protecting Ugandan Healthcare Workers,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, ",NA,,"Busoga, Kampala, Northbuganda, Southbuganda","Iganga, Jinja, Mayuge, Kampala, Buikwe, Nakasongola, Mubende, Mukono, Nakaseke, Mityana, Masaka, Wakiso, Bukomansimbi, Mpigi, Lwengo, Ssembabule, Butambala, Kyotera, Rakai"
ID-102,LifeNet International,Building Capacity of Frontline Healthcare Workers,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Logistics, Human resource","Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, ",NA,,"Busoga, Kampala, Northbuganda, Southbuganda","Iganga, Jinja, Mayuge, Kampala, Buikwe, Luwero, Nakasongola, Mubende, Mukono, Nakaseke, Mityana, Masaka, Wakiso, Bukomansimbi, Mpigi, Lwengo, Butambala, Kyotera, Rakai"
ID-103,Catholic Relief Services,COVID-19 Activities,new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,Cash transfers to at-risk populations to cover food and NFI needs during covid response; Emergency WASH assistance in urban informal settlements; Continuation of pediatric HIV service delivery through private health providers/,Caritas Kampala,"Kampala, Kampala","Kampala, Kampala"
ID-104,Welthungerhilfe,Covid 19 activities only,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,"CEFORD, PALM, USSIA, KIFAD, JESE, SATNET, KIMA FOODS","Kampala, Karamoja, Teso, Toro, West Nile, Karamoja, Teso, Toro, West Nile, Kampala, Karamoja, Teso, Toro, West Nile, Acholi","Kampala, Moroto, Napak, Amuria, Katakwi, Kabarole, Kasese, Yumbe, Arua, Kampala, Moroto, Amuria, Kasese, Arua"
ID-105,Plan International Uganda,COVID-19 Response,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, ",NA,,"Bukedi, Busoga, Lango, West Nile","Tororo, Kamuli, Buyende, Lira, Nebbi"
ID-106,Voluntary Services Overseas (VSO),COVID-19 Activities,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Strengthen the District routine  reporting data, ",NA,,"Acholi, Karamoja, West Nile, Acholi, Karamoja, West Nile","Gulu, Moroto, Napak, Madiokollo, Gulu"
ID-107,International Rescue Committee (IRC),Epidemic preparedness and response and life-saving health services to newly arrived refugees and vulnerable host community members in Uganda,new_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,"Toro, West Nile, Toro, West Nile","Kyegegwa, Kasese, Kamwenge, Ntoroko, Yumbe, Adjumani, Arua, Madiokollo, Kyegegwa, Kasese, Kamwenge, Ntoroko, Yumbe, Adjumani, Arua"
ID-108,International Rescue Committee (IRC),"Provision of Protection, Legal, Community-Based Protection Services, SGBV, Child Protection, Psychosocial Support and Health and Nutrition Services for Refugees residing in Arua, Yumbe, and Lamwo",new_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,West Nile,"Yumbe, Adjumani, Arua, Madiokollo"
ID-109,International Rescue Committee (IRC),"U-LEARN (Uganda learning, evidence, and accountability research network) -Consortium led by Save",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,"Kampala, Toro, West Nile","Kampala, Kyegegwa, Kasese, Ntoroko, Yumbe, Adjumani, Arua, Madiokollo"
ID-110,Adventist Development & Relief Agency (ADRA),COVID-19 Awareness & Mitigation Project,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, ",NA,Religious Leaders (IRCU members),"Acholi, Kampala, Karamoja, Toro, Acholi, Karamoja, Acholi","Kitgum, Agago, Pader, Kampala, Kaabong, Kotido, Abim, Kyegegwa, Kamwenge, Kitgum, Agago, Pader"
ID-111,Adventist Development & Relief Agency (ADRA),COVID-19 Awareness & Mitigation Project,new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,,
ID-112,Joint UN Programme on HIV/AIDS  in Uganda (JUPSA),Karamoja United Nations HIV programme (KARUNA),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Implement Budget tracking and activity reporting system for the COVID-19 response, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, ",NA,Karamoja United Nations HIV Programme (KARUNA) IPs,"Kampala, Karamoja, Kampala, Karamoja, Karamoja, Kampala","Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Kampala, Moroto, Amudat, Moroto"
ID-113,Trocaire,COVID-19 EMERGENCY RESPONSE FUND PROJECT.,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,"Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco., Caritas Gulu and Don Bosco",Acholi,Lamwo
ID-114,Trocaire,COVID-19 Activities,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Finalize psychosocial support materials, ",COVID-19 RESPONSE PROJECT IN ACHOLI AND TESO.,"African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., Thrive Gulu, African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA, GULU ARCH DIOCESES, SOCADIDO.","Acholi, Teso, Acholi, Teso, Acholi","Lamwo, Gulu, Bukedea, Amuria, Katakwi, Kalaki, Lamwo, Gulu, Lamwo"
ID-115,Trocaire,COVID-19 RESPONSE PROJECT IN ACHOLI AND TESO-UGANDA-IRISH EMBASSY,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, ",Food distribution/support and food security; Radio programmes on GBV amidst; Access to other medical essential  services.services COVID-19,"Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO","Acholi, Teso, Acholi, Teso","Lamwo, Bukedea, Kalaki, Lamwo"
ID-116,Adventist Development & Relief Agency (ADRA),COVID-19 Awareness & Mitigation Project,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,,"Acholi, Kampala, Karamoja, Toro, Acholi, Kampala, Karamoja, Toro","Kitgum, Agago, Pader, Kampala, Kaabong, Kotido, Abim, Kyegegwa, Kamwenge, Kitgum, Agago, Pader"
ID-117,Adventist Development & Relief Agency (ADRA),COVID-19 Awareness and Mitigation Project (CAM),new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,COVID-19 Awareness & Mitigation Project,,,
ID-118,AWO International,Preparing communities to prevent and respond to COVID-19 in Isingiro District of Uganda,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, ",NA,"COVOID Community Volunteer Initiative for Development, COVOID Community Volunteer Initiative for Development",Ankole,Isingiro
ID-119,AWO International,Mitigating effects of locust invasion meetingCoronavirus requirements for implementation in 2 districts in Karamoja,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Support community engagement meetings on improvement of WASH, ",NA,"ECO Ecological Christian Organisation, ECO Ecological Christian Organisation",Karamoja,"Napak, Nabilatuk"
ID-120,Mission Aviation Fellowship (MAF),Covid-19 activities only,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,provision of subsidised flight services to upcountry airfields to facilitate staff and cargo  transport,Church Mission NGO's and Government,"Karamoja, West Nile","Moroto, Kaabong, Kotido, Amudat, Adjumani, Arua, Moyo"
ID-121,ALIGHT ( Formerly American Refugee Committee),COVID-19 Activities,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, ",NA,"Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee), Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee), Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee), NA, NA",Ankole,Isingiro
ID-122,Mission Aviation Fellowship (MAF),COVID-19 activities only,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,"Flights to any of the airstrips within the country, MAF is able to provide subsidised air transport for church, mission and development agencies (NGO's) as well as government staff for emergency flights related to the Covid response under a MoH letter of authorisation",,"Karamoja, West Nile","Moroto, Kaabong, Kotido, Amudat, Adjumani, Arua, Moyo"
ID-123,United Nations High Commissioner For Refugees,Preparedness and Response in Refugee Hosting districts,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, ",NA,"Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), OXFAM, NSAMISI, LWF, WMU, Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC)","Acholi, Ankole, Bunyoro, Toro, West Nile, Acholi, Ankole, Bunyoro, Toro, West Nile","Lamwo, Isingiro, Kikuube, Kiryandongo, Kyegegwa, Kamwenge, Yumbe, Adjumani, Arua, Koboko, Madiokollo, Obongi, Lamwo"
ID-124,CARE International,Women and Youth Resilience Project,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Finalize psychosocial support materials, ",NA,"Partners for Community Health and Development organisations, Partners for Community Health and Development organisations,Community Empowerment for Rural Development","Acholi, Acholi, West Nile","Gulu, Gulu, Arua"
ID-125,Norwegian Refugee Council (NRC),"Support setting up isolation shelter and renovation works (new facilities & old), supply of handwashing facilities and soap to health centres, support with fuel at district level and support with water storage tanks",new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Supervise and monitor psychosocial services in the affected communities by the central team, Finalize psychosocial support materials, ",Multipurpose cash to support the most vulnerable during the lockdown,AHA,"Ankole, Bunyoro, Kampala, West Nile, Kampala, Ankole, Bunyoro, Kampala, West Nile, Kampala, West Nile, Ankole, Bunyoro, West Nile, Ankole, Kampala, West Nile","Isingiro, Kikuube, Hoima, Kampala, Yumbe, Adjumani, Arua, Isingiro, Kikuube"
ID-126,Norwegian Refugee Council (NRC),targeting the most vulnerable persons using Community based approach and community based protection analysis,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,AHA and Cafomi,"Ankole, Bunyoro, Kampala, West Nile","Isingiro, Kikuube, Kampala, Yumbe, Adjumani, Arua"
ID-127,Norwegian Refugee Council (NRC),None,new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,None,,Ankole,Isingiro
ID-128,Norwegian Refugee Council (NRC),None,new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,none,,Kampala,Kampala
ID-129,International Rescue Committee (IRC),CORE Group Polio Project (CGPP),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,"Acholi, West Nile","Lamwo, Yumbe"
ID-130,International Rescue Committee (IRC),Enhancing the resilience of urban refugees and vulnerable host communities in Kampala through an integrated protection and livelihoods approach,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,Kampala,Kampala
ID-131,International Rescue Committee (IRC),"Provision of multi-sector assistance and protection to South Sudanese refugees in West Nile, Uganda",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Supervise and monitor psychosocial services in the affected communities by the central team, ",NA,,West Nile,Yumbe
ID-132,International Rescue Committee (IRC),"Provision of Protection, Legal, Community-Based Protection I Services, SGBV, Child Protection, Psychosocial Support and : Health and Nutrition Services for Refugees residing in Arua, Yumbe, and Lamwo",ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Mental health, Risk communications, Logistics, Human resource","Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Deploy counsellors to communites and affected families to mitigate psychosocial effects of corona virus, Finalize psychosocial support materials, ",NA,TPO,"Acholi, West Nile","Lamwo, Yumbe, Arua"
ID-133,International Rescue Committee (IRC),UNFPA International Rescue Committee Annual Work Plan 2020,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Risk communications, Logistics, Human resource",,NA,,Karamoja,"Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk"
ID-134,International Rescue Committee (IRC),Ebola Preparedness in Communities at High Risk of Receiving Ebola Cases Imported from DRC,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, ",NA,,"Bunyoro, Toro","Kagadi, Kyegegwa"
ID-135,International Rescue Committee (IRC),Epidemic preparedness and response and life saving health services to newly arrived refugees and vulnerable host populations,new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, ",NA,,"Acholi, Bunyoro, Toro, West Nile","Lamwo, Kagadi, Kasese, Yumbe, Arua, Madiokollo"
ID-136,International Rescue Committee (IRC),"Access, protection, empowerment, accountability, and leadership",new_project,"Coordination, Infection prevention, Surveillance, Case management, Mental health, Risk communications, Logistics, Human resource","Supervise and monitor psychosocial services in the affected communities by the central team, ",NA,,Toro,Kyegegwa
ID-137,International Rescue Committee (IRC),Unrestricted internal emergency response funds from IRC,new_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,"Acholi, Bunyoro, Kampala, Toro, West Nile","Lamwo, Kagadi, Kampala, Kyegegwa, Kasese, Yumbe, Arua"
ID-138,Living Goods,Supporting government to have a coordinated community response on prevention detection and response to COVID-19,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, ICT innovations, Mental health, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Widen scope of implementation of eMeeting, Emergency Hotline, Strengthen the District routine  reporting data, ",Developed bguidelines fofr the MONH for covid 19,"DL, DL and Community Health workers","Busoga, Elgon, Kampala, Southbuganda, Teso, Elgon, Kampala, Lango, Southbuganda, Elgon, Lango, Southbuganda","Kamuli, Iganga, Jinja, Mbale, Kampala, Masaka, Wakiso, Soroti, Sironko, Mbale, Lira"
ID-139,Oxfam,"Support for Community Based Initiatives for COVID-19 Preparedness and Response in Rhino/Omugo Refugee Settlement, Arua, Uganda",new_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ",NA,"YSAT, YSAT, Oxfam, YSAT, Oxfam",West Nile,Arua
ID-140,Oxfam,COVID-19 activities,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, WASH, Risk communications, Logistics, Human resource","Support engagements with authorities on improvement of WASH in congregation institutions using the standardized checklist., Procure WASH infrastructure, supplies and commodities to strengthen hygiene practices in affected communities, Conduct hygiene promotion and sensitization workshops on use of WASH commodities in congregational settings, Support community engagement meetings on improvement of WASH, Support the operationalization of WASH committees in the community., ","Improving the safety and self-reliance of conflict affected displaced populations and host communities in DRC and Uganda:  Integrated WASH, EFSVL and Protection",,Toro,Kyegegwa
ID-141,Ministry of Security,Surviellence,ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,,"Acholi, Ankole, Bukedi, Bunyoro, Busoga, Elgon, Kampala, Karamoja, Kigezi, Lango, Northbuganda, Southbuganda, Teso, Toro, West Nile","Lamwo, Omoro, Amuru, Kitgum, Gulu, Agago, Pader, Nwoya, Ibanda, Sheema, Rubirizi, Ntungamo, Mbarara, Mitooma, Kiruhura, Buhweju, Bushenyi, Isingiro, Rwampara, Kazo, Butebo, Busia, Budaka, Tororo, Butaleja, Pallisa, Kibuku, Masindi, Kagadi, Kibaale, Kikuube, Buliisa, Kakumiro, Kiryandongo, Hoima, Kamuli, Iganga, Namayingo, Luuka, Kaliro, Jinja, Buyende, Namutumba, Bugiri, Mayuge, Bugweri, Kween, Bukwo, Kapchorwa, Bududa, Manafwa, Sironko, Mbale, Namisindwa, Bulambuli, Kampala, Moroto, Kaabong, Nakapiripirit, Kotido, Napak, Abim, Amudat, Nabilatuk, Karenga, Rukungiri, Rubanda, Rukiga, Kanungu, Kisoro, Kabale, Alebtong, Kole, Amolatar, Dokolo, Apac, Lira, Otuke, Oyam, Kwania, Buikwe, Luwero, Nakasongola, Mubende, Buvuma, Kayunga, Kyankwanzi, Kiboga, Mukono, Nakaseke, Mityana, Kassanda, Masaka, Kalangala, Wakiso, Bukomansimbi, Mpigi, Lwengo, Lyantonde, Ssembabule, Butambala, Kalungu, Kyotera, Gomba, Rakai, Bukedea, Kaberamaido, Soroti, Serere, Amuria, Katakwi, Kumi, Ngora, Kapelebyong, Kalaki, Kabarole, Bunyangabu, Kyegegwa, Kyenjojo, Kasese, Kamwenge, Ntoroko, Bundibugyo, Kitagwenda, Maracha, Pakwach, Zombo, Yumbe, Adjumani, Arua, Nebbi, Koboko, Moyo, Madiokollo, Obongi"
ID-142,United States Agency for International Development,Uganda Health Supply Chain (UHSC),ongoing_project,"Coordination, Infection prevention, Surveillance, Case management, Logistics, Human resource",,NA,"Management Sciences for Health (MSH), Management Sciences for Health (MSH), Management Sciences for Health (MSH)","Kampala, Kampala","Kampala, Kampala"
